vo2,vco2,ve,va,vq_global,po2_art,so2_art,ph_art,pco2_art,mean_qt_1,mean_qt_2,log_sd_1,log_sd_2,qt_ratio,distance,solution,qt,shunt,fio2,hb,be,dead_space,po2_ven,pco2_ven
243.39140803228912,235.1694548087842,7.058631623054175,4.941042136137922,0.9882084272275842,86.0,96.21056276246459,7.381225436758465,43.07126947336794,1.083109244787709,0.6717152423114688,0.36,0.75,0.235,4.106402365952253,46.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.5982479923183,239.8289614976431,7.329336867134985,5.130535806994489,1.026107161398898,86.0,96.22272981417137,7.3823901473781515,42.89235535944693,0.7342558042039449,1.7181902685565833,0.455,0.35,0.535,4.150527273702214,47.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.03349376658903,240.0138440396571,7.143648519709631,5.000553963796741,1.0001107927593482,91.0,96.78882769020105,7.3818073777686335,42.94489446715948,1.0101523639037597,0.6970989795706248,0.42,0.39,0.065,1.453701374227417,48.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.21455888953537,231.8708857219903,6.875991678672191,4.813194175070533,0.9626388350141066,87.0,96.32505185276497,7.380219476187948,43.215012104706375,1.07670017523294,0.7202289622931413,0.325,0.635,0.295,3.1010008055073954,49.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.73403287382465,245.27890477134127,8.041738440120984,5.629216908084688,1.1258433816169375,91.0,96.80042752590435,7.383126350348246,42.742945735809336,0.9849917630375471,1.2980319195843089,0.345,1.73,0.01,1.6062955590799386,50.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.87222231186135,242.1049372798425,7.441385498974438,5.208969849282107,1.0417939698564211,87.0,96.35160281070203,7.382848356311113,42.81600562206074,1.025251898089492,0.7106753527721233,0.58,0.385,0.36,3.2251887831554558,51.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
252.46949449647573,250.82192415503891,7.53517114760046,5.274619803320322,1.0549239606640644,93.0,97.00636457612464,7.384286428097676,42.55248307693351,1.0498820195470735,0.9037725640216088,0.42,0.305,0.045,3.3309616092900067,52.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.82162661175337,238.654396066989,7.2806009025120515,5.096420631758436,1.0192841263516872,87.0,96.34288679143086,7.381983037186849,42.948482707022855,0.9647425249465181,0.9118541347815942,0.625,0.4,0.945,3.1789445760236186,53.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.76300808668827,218.76710802576616,6.352782745629656,4.446947921940759,0.8893895843881519,88.0,96.41101409041245,7.376790980881138,43.737433717391134,0.8865073618859627,0.961883960154326,0.355,0.54,0.115,2.0171616327808337,54.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.8418364927825,240.81522381186494,7.388972474279437,5.172280731995605,1.034456146399121,87.0,96.34837406313898,7.382527542880551,42.86527004876066,1.2052215395718282,0.6264693456883113,0.515,0.355,0.825,3.207430757201103,55.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
242.82501276298714,208.3845706498007,6.010060670771325,4.207042469539927,0.8414084939079853,86.0,96.14014160235735,7.374564133596683,44.108912842510726,0.8631448646242685,0.23425166197406908,0.365,1.46,0.01,4.001482476191014,56.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.84231554471037,234.09119684426685,6.953333962490428,4.867333773743299,0.97346675474866,88.0,96.44877314607002,7.380626894464446,43.143278254936554,0.971926158655965,0.08084805384179637,0.435,1.14,0.01,2.17576932335773,57.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
253.97205579686073,247.78467674781055,7.348739942924306,5.144117960047014,1.0288235920094029,94.0,97.09113411413134,7.383373850941901,42.682093546174016,1.1009315810944664,0.9835313984721932,0.35,0.34,0.83,4.211517235039669,58.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
242.80845785298143,194.10618709273598,5.449998216083878,3.814998751258714,0.7629997502517428,86.0,96.1017212877717,7.370985934896415,44.672741132722344,0.797869923555951,0.8267933373634081,0.31,0.32,0.085,4.056178081847066,59.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.21875495122384,218.90768183538574,6.369928530992853,4.458949971694997,0.8917899943389994,88.0,96.41187878345707,7.376878324815547,43.72763388049233,0.8416458866437535,1.091174256830484,0.375,0.43,0.265,2.0184606270759082,60.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.04151519903633,232.8465273431199,7.144990858568077,5.001493600997653,1.0002987201995306,86.0,96.20412896096776,7.380611215433976,43.163434921744646,0.905114501279216,1.0237318432030287,0.46,0.995,0.06,4.086543910220027,61.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.2398979926018,234.73175451404558,6.954420340487918,4.868094238341542,0.9736188476683084,88.0,96.45086965654555,7.380841196764853,43.11418825534635,1.0071592482200025,0.10312078469377811,0.39,1.265,0.02,2.1873871278231354,62.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.91169548564272,250.05884509045126,7.585957748900995,5.310170424230696,1.0620340848461394,91.0,96.81030854408658,7.384254088374315,42.56588961415898,1.0374938714569193,1.0071592482200025,0.335,0.68,0.205,1.7483342354301334,63.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.32867129242356,233.59832864962902,7.054521757091195,4.938165229963836,0.9876330459927674,87.0,96.32955407541967,7.380663773661576,43.14740013305767,0.831714833735818,1.0222140419742873,0.385,0.585,0.81,3.118802099061445,64.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.060010670521,226.49294534765332,7.637798927898244,5.34645924952877,1.069291849905754,86.0,96.1880678711281,7.379082888162847,43.403912541950874,0.8605873371422981,15.908377198131792,0.43,0.535,0.01,4.044171145938741,65.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.05768078663584,225.2541166357492,6.643327577472532,4.650329304230772,0.9300658608461543,87.0,96.30838355579235,7.378579793488503,43.469697047432646,1.1510426671804845,0.6929740440037585,0.385,0.4,0.855,3.046509678550464,66.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
249.32297544852347,242.89843920875356,8.190392602421147,5.733274821694803,1.1466549643389605,90.0,96.69179843168422,7.382673657003091,42.82095203521948,0.9576119864159709,3.8228437727213236,0.405,1.825,0.005,1.1790479647805228,67.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.8346423461997,230.6341161205861,6.99624323167424,4.897370262171967,0.9794740524343932,86.0,96.19844320180573,7.380069361980266,43.247840002372136,0.7837898899610908,1.621589168178839,0.43,0.5,0.225,4.070103765511581,68.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.4415996088823,242.99564184785146,7.421202007885924,5.194841405520147,1.038968281104029,87.0,96.35321271423555,7.383008436090958,42.78698082256517,1.0086546958285425,0.8403980489708371,0.53,0.605,0.29,3.2359566630016343,69.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.43576418212152,231.15736218980948,6.955851649347999,4.869096154543599,0.9738192309087198,86.0,96.20007505288427,7.3802247861820245,43.225635632945036,1.0056660177860413,0.7768433255764277,0.525,0.52,0.605,4.074265599217169,70.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.19108981750634,243.9472504230057,7.561892406084208,5.293324684258946,1.058664936851789,86.0,96.23305989401567,7.383382262497642,42.73774700804596,1.0206984910619605,0.6687319823823328,0.605,0.33,0.34,4.1944347194463445,71.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.95990378834645,233.6730015533018,7.0062923323326745,4.904404632632872,0.9808809265265745,87.0,96.32997763517312,7.380705603198708,43.14263344481587,0.8825701549818911,1.4000650986093115,0.51,0.35,0.195,3.1201085573980114,72.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.5763128422323,243.39963680918189,7.525931776756445,5.268152243729511,1.0536304487459023,86.0,96.23218952521876,7.383298555375267,42.754383735510544,0.9647425249465181,0.7202289622931413,0.605,0.365,0.09,4.189458184343253,73.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
253.89116401820343,243.23056011626142,7.157336399737245,5.010135479816071,1.0020270959632143,94.0,97.0820893684232,7.382237491388821,42.85619859947195,1.0328860946811667,0.9118541347815942,0.32,0.43,0.015,4.160322300477443,74.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.95138722994372,246.5810970366814,7.640567511275765,5.348397257893035,1.0696794515786074,88.0,96.4795156137012,7.383783457230275,42.66153414439212,0.890462132944133,1.091174256830484,0.375,0.675,0.525,2.4065516505215783,75.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
254.27718255432552,251.54791255841502,7.493177870392767,5.245224509274936,1.0490449018549872,94.0,97.09839018918514,7.38428834815082,42.54063532128743,1.0176741268460727,1.163059708140215,0.375,0.31,0.585,4.257903858176443,76.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
242.86310593631129,217.87985685657566,6.420943664960208,4.494660565472145,0.898932113094429,86.0,96.16549205267175,7.376946579030156,43.736992867434736,0.7872864312260278,1.3135310103143358,0.425,0.47,0.215,4.008637268671262,77.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
253.07497200834544,251.9387433416245,7.568816426603047,5.298171498622133,1.0596342997244266,93.0,97.00818435372194,7.384508796358195,42.514508718625486,0.8708631408557789,1.3115835481984688,0.34,0.365,0.81,3.3476386225277808,78.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.32965950058897,234.77282155299014,7.072309535818848,4.950616675073193,0.9901233350146388,87.0,96.33247332131506,7.380952178206215,43.102595584452885,0.9268585040370428,0.9576119864159709,0.465,0.61,0.375,3.131347103890506,79.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.4596738303345,241.73162779529278,7.205531056576083,5.043871739603258,1.0087743479206517,91.0,96.79226576154679,7.382197754002367,42.88215886258874,0.9967530121049328,1.347083808130628,0.425,0.35,0.005,1.4998562626094885,80.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.98893531918677,236.17838393835058,7.497715918471309,5.248401142929916,1.0496802285859832,86.0,96.21310282540277,7.381468247612604,43.03324040693487,0.971926158655965,0.3810973762525751,0.39,1.745,0.03,4.115169997798809,81.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.21211021878085,212.6779559933741,6.125919903614448,4.288143932530113,0.8576287865060227,87.0,96.27591911723822,7.375409523380311,43.96165521697884,0.877347733017105,0.5082105662624774,0.375,0.665,0.01,3.0002450437230856,82.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
247.143945043495,241.9467018481356,7.447335533324815,5.213134873327371,1.0426269746654742,88.0,96.46802732850409,7.382600310023173,42.84072659116676,0.8957626185177446,1.3855992551805332,0.435,0.71,0.135,2.3116909041711975,83.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
245.77537402175284,234.16746543090062,7.020070910208131,4.914049637145691,0.9828099274291382,87.0,96.33046568231607,7.380753807932247,43.129739337113016,0.9309932843495117,0.9561922155460022,0.505,0.495,0.455,3.123676299069494,84.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
247.2148692972631,236.17172157059764,6.989140272602848,4.892398190821993,0.9784796381643988,88.0,96.4534147055521,7.381101536262834,43.06688641792386,1.0815034096722793,0.40081552070133686,0.34,0.335,0.14,2.2069664603375747,85.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.79048819206633,239.6699878368338,7.580891867859338,5.3066243075015365,1.0613248615003072,88.0,96.46318472250474,7.382102859137683,42.92218717008527,0.797869923555951,1.5579117450681792,0.305,0.73,0.15,2.2719332068370304,86.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
248.81652750848477,243.86534805698972,7.486441474381119,5.240509032066783,1.0481018064133567,90.0,96.69404362365978,7.382920797060017,42.783500403827375,0.9118541347815942,1.6654802623089784,0.41,0.66,0.095,1.2164995961726248,87.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
243.56342493985733,236.86755521668096,7.210319118259683,5.047223382781778,1.0094446765563556,86.0,96.21500860381866,7.381650543538567,43.005942943449554,0.9309932843495117,0.5816762576584554,0.565,0.82,0.0,4.12166828258628,88.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.4998983973776,230.7720863521485,6.740411820212355,4.718288274148648,0.9436576548297294,91.0,96.76789291620373,7.379440325005403,43.30553106006209,0.9647425249465181,0.5211922821443334,0.355,0.32,0.005,1.2174921390048021,89.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
251.69312412509086,249.20056971232114,7.508197498988377,5.255738249291864,1.0511476498583727,92.0,96.90772393617571,7.383958123466653,42.60666056346453,1.0639955846492903,0.8618651522222304,0.305,0.87,0.06,2.4374976482870667,90.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.33288822913102,237.9345763169926,7.023345770823522,4.916342039576465,0.983268407915293,91.0,96.78394279036581,7.381253520173227,43.027547296771566,0.9997152021246702,0.06548910656823692,0.375,0.415,0.01,1.3948706965221864,91.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
244.83839794793667,226.13679932499372,9.003202871861914,6.30224201030334,1.260448402060668,87.0,96.31244740339902,7.378978805735835,43.42083520493423,0.8504327834128902,34.51333201245163,0.38,1.48,0.005,3.055393896021195,92.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
250.87540993339204,244.6575051287599,7.317564964824615,5.12229547537723,1.0244590950754462,91.0,96.79837340512826,7.382892396793177,42.7730678197372,1.068742143025569,0.7711015746719282,0.415,0.395,0.215,1.5828337167764743,93.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
246.27377262841534,240.90724774851287,7.304767538464909,5.113337276925436,1.0226674553850872,88.0,96.46609361393732,7.382401581028375,42.87560233879167,0.9491248734736316,1.0161653068846348,0.555,0.405,0.385,2.294399725534057,94.0,5.0,0.02,0.21,14.0,0.0,0.3,40.0,50.0
